ID,IP Address,Timestamp,Log Entry
20,186.211.186.202,01/Aug/2024:15:49:09 ,"GET http://www.example.com/ HTTP/1.1"" 200 204892 ""http://www.example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
21,209.142.24.254,01/Aug/2024:20:29:58 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 101034 ""http://www.example.com/style.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
22,45.123.188.39,01/Aug/2024:04:49:11 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 618338 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
23,117.45.146.32,01/Aug/2024:09:15:47 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 117365 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
24,55.179.46.95,01/Aug/2024:06:13:40 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 911060 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
25,246.8.46.87,01/Aug/2024:15:18:33 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 265302 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
26,136.113.189.247,01/Aug/2024:13:15:52 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 408843 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
27,165.74.85.110,01/Aug/2024:01:27:24 ,"GET http://update.software.com/check HTTP/1.1"" 200 969773 ""http://update.software.com/check"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
28,136.39.113.178,01/Aug/2024:11:14:47 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 895941 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
29,59.244.248.184,01/Aug/2024:06:13:16 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 26809 ""http://www.example.com/style.css"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
30,167.226.28.45,01/Aug/2024:14:11:30 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 735289 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
31,52.4.65.56,01/Aug/2024:00:21:04 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 205358 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
32,141.253.75.251,01/Aug/2024:17:31:31 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 922004 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
33,111.208.26.45,01/Aug/2024:14:52:35 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 205654 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
34,145.209.198.98,01/Aug/2024:23:36:31 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 31688 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
35,145.241.103.233,01/Aug/2024:08:31:22 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 515868 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
36,57.12.178.17,01/Aug/2024:10:14:48 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 746391 ""http://intranet.company.com/home"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
37,41.100.240.218,01/Aug/2024:04:50:19 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 920811 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
38,165.157.88.137,01/Aug/2024:14:15:03 ,"GET http://update.software.com/check HTTP/1.1"" 200 465842 ""http://update.software.com/check"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
39,187.17.201.155,01/Aug/2024:11:55:13 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 716083 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
40,106.37.60.58,01/Aug/2024:06:22:12 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 992517 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
41,60.193.62.232,01/Aug/2024:16:31:31 ,"GET http://update.software.com/check HTTP/1.1"" 200 896046 ""http://update.software.com/check"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
42,161.173.204.24,01/Aug/2024:05:06:55 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 438073 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
43,39.229.89.240,01/Aug/2024:13:14:28 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 76582 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
44,72.26.246.227,01/Aug/2024:03:21:47 ,"GET http://www.example.com/ HTTP/1.1"" 200 753324 ""http://www.example.com/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
45,188.135.73.101,01/Aug/2024:23:57:49 ,"GET http://update.software.com/check HTTP/1.1"" 200 856313 ""http://update.software.com/check"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
46,228.212.100.30,01/Aug/2024:09:55:34 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 826573 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
47,173.186.184.111,01/Aug/2024:07:55:36 ,"GET http://www.example.com/script.js HTTP/1.1"" 200 927171 ""http://www.example.com/script.js"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
48,94.5.210.124,01/Aug/2024:12:43:49 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 963743 ""http://intranet.company.com/home"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
49,214.136.242.89,01/Aug/2024:04:50:16 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 73361 ""http://intranet.company.com/home"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
50,216.140.56.207,01/Aug/2024:04:01:30 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 62657 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
51,25.127.7.76,01/Aug/2024:03:54:01 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 143242 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
52,65.104.147.236,01/Aug/2024:23:40:12 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 407340 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
53,205.116.161.132,01/Aug/2024:00:17:36 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 655356 ""http://www.example.com/style.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
54,28.242.225.246,01/Aug/2024:00:08:25 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 82748 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
55,61.142.32.178,01/Aug/2024:14:02:27 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 1047390 ""http://www.example.com/style.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
56,77.109.46.149,01/Aug/2024:08:51:21 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 486411 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
57,31.157.138.250,01/Aug/2024:16:22:00 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 484134 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
58,82.197.151.206,01/Aug/2024:18:14:55 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 905307 ""http://www.example.com/style.css"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
59,7.71.143.56,01/Aug/2024:20:47:58 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 1002112 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
60,30.178.25.6,01/Aug/2024:13:15:33 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 35542 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
61,158.165.141.139,01/Aug/2024:02:52:28 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 11960 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
62,129.202.91.160,01/Aug/2024:10:57:13 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 805644 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
63,134.218.53.6,01/Aug/2024:16:21:51 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 907086 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
64,98.237.80.249,01/Aug/2024:02:07:48 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 904806 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
65,57.169.128.215,01/Aug/2024:13:45:33 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 149504 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
66,231.187.231.56,01/Aug/2024:18:17:53 ,"GET http://www.example.com/script.js HTTP/1.1"" 200 414082 ""http://www.example.com/script.js"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
67,133.245.5.116,01/Aug/2024:05:22:56 ,"GET http://www.example.com/ HTTP/1.1"" 200 976616 ""http://www.example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
68,1.251.99.46,01/Aug/2024:13:50:21 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 687599 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
69,198.220.136.118,01/Aug/2024:13:51:58 ,"GET http://cloudstorage.com/login HTTP/1.1"" 200 477733 ""http://cloudstorage.com/login"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
70,106.137.140.118,01/Aug/2024:00:55:35 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 734014 ""http://intranet.company.com/home"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
71,187.192.187.199,01/Aug/2024:21:27:05 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 197598 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
72,173.9.103.195,01/Aug/2024:14:14:09 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 29118 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
73,60.69.196.180,01/Aug/2024:01:48:41 ,"GET http://www.example.com/ HTTP/1.1"" 200 560191 ""http://www.example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
74,21.32.246.99,01/Aug/2024:23:41:23 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 865450 ""http://www.example.com/style.css"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
75,199.190.124.57,01/Aug/2024:09:26:50 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 764534 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
76,160.64.164.9,01/Aug/2024:11:33:50 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 340977 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
77,55.222.44.84,01/Aug/2024:13:10:09 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 289757 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
78,155.117.224.148,01/Aug/2024:18:14:44 ,"GET http://www.example.com/script.js HTTP/1.1"" 200 157893 ""http://www.example.com/script.js"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
79,171.104.98.150,01/Aug/2024:19:51:04 ,"GET http://cloudstorage.com/files HTTP/1.1"" 200 69047 ""http://cloudstorage.com/files"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
80,200.247.112.29,01/Aug/2024:22:42:04 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 500012 ""http://www.example.com/style.css"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
81,250.48.118.43,01/Aug/2024:08:36:37 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 641780 ""http://www.example.com/style.css"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
82,30.115.196.87,01/Aug/2024:07:35:25 ,"GET http://update.software.com/check HTTP/1.1"" 200 550480 ""http://update.software.com/check"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
83,199.218.28.60,01/Aug/2024:12:45:50 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 584021 ""http://intranet.company.com/home"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
84,23.80.71.75,01/Aug/2024:15:23:02 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 111068 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
85,147.126.255.71,01/Aug/2024:16:14:25 ,"GET http://www.example.com/script.js HTTP/1.1"" 200 599851 ""http://www.example.com/script.js"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
86,193.219.1.82,01/Aug/2024:14:27:36 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 986159 ""http://www.example.com/style.css"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
87,65.218.35.212,01/Aug/2024:20:50:26 ,"GET http://intranet.company.com/docs/document.pdf HTTP/1.1"" 200 252250 ""http://intranet.company.com/docs/document.pdf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
88,20.225.243.18,01/Aug/2024:10:16:27 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 93052 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
89,128.94.245.155,01/Aug/2024:03:16:15 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 304477 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
90,122.11.169.236,01/Aug/2024:09:50:18 ,"GET http://cloudstorage.com/authenticate HTTP/1.1"" 200 65064 ""http://cloudstorage.com/authenticate"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
91,193.19.195.150,01/Aug/2024:09:43:23 ,"GET http://www.example.com/script.js HTTP/1.1"" 200 896054 ""http://www.example.com/script.js"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
92,53.24.72.6,01/Aug/2024:01:45:14 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 642781 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
93,240.214.172.98,01/Aug/2024:07:02:54 ,"GET http://www.example.com/style.css HTTP/1.1"" 200 759240 ""http://www.example.com/style.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
94,177.208.14.5,01/Aug/2024:10:16:59 ,"GET http://update.software.com/version.xml HTTP/1.1"" 200 322297 ""http://update.software.com/version.xml"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"
95,246.125.38.65,01/Aug/2024:00:10:48 ,"GET http://www.example.com/ HTTP/1.1"" 200 877298 ""http://www.example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0"
96,181.97.240.10,01/Aug/2024:00:23:08 ,"GET http://intranet.company.com/home HTTP/1.1"" 200 664887 ""http://intranet.company.com/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36"
